key,flaming,smoldering,residual,total
group-2;dry;very wet;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;dry;very wet;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;very dry;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moderate;very dry;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moderate;very dry;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moderate;very dry;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;very dry;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;very dry;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;dry;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moderate;dry;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moderate;dry;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moderate;dry;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;dry;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;dry;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;moderate;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moderate;moderate;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moderate;moderate;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moderate;moderate;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;moderate;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;moderate;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;moist;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moderate;moist;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moderate;moist;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moderate;moist;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;moist;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;moist;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;wet;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moderate;wet;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moderate;wet;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moderate;wet;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;wet;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;wet;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;very wet;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moderate;very wet;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moderate;very wet;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moderate;very wet;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;very wet;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moderate;very wet;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;very dry;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moist;very dry;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moist;very dry;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moist;very dry;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;very dry;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;very dry;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;dry;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moist;dry;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moist;dry;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moist;dry;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;dry;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;dry;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;moderate;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moist;moderate;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moist;moderate;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moist;moderate;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;moderate;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;moderate;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;moist;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moist;moist;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moist;moist;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moist;moist;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;moist;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;moist;very wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;wet;very dry,[37207297.19388752],[17220424.13265417],[4557160.],[58984881.32654168]
group-2;moist;wet;dry,[36472897.19388752],[12079624.13265417],[3088360.],[51640881.32654168]
group-2;moist;wet;moderate,[35738497.19388752],[6938824.13265417],[1619560.],[44296881.32654168]
group-2;moist;wet;moist,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
group-2;moist;wet;wet,[35351617.19388752],[4230664.13265417],[845800.],[40428081.32654168]
